id,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,lang_code,conv_id,original_or_reenacted,time_start,time_end,duration,trans_id
JA_030_#17,67,68,28,29,JA,JA_030,OG,0 days 00:03:20.910000,0 days 00:03:25.340000,0 days 00:00:04.430000,EN_030_#17
JA_030_#18,67,68,28,29,JA,JA_030,OG,0 days 00:03:45.600000,0 days 00:03:49.020000,0 days 00:00:03.420000,EN_030_#18
JA_030_#19,67,68,28,29,JA,JA_030,OG,0 days 00:03:52.105000,0 days 00:03:56.495000,0 days 00:00:04.390000,EN_030_#19
JA_030_#21,67,68,28,29,JA,JA_030,OG,0 days 00:04:00.875000,0 days 00:04:02.935000,0 days 00:00:02.060000,EN_030_#21
JA_030_#22,67,68,28,29,JA,JA_030,OG,0 days 00:04:03.555000,0 days 00:04:05.785000,0 days 00:00:02.230000,EN_030_#22
JA_030_#23,67,68,28,29,JA,JA_030,OG,0 days 00:04:06.110000,0 days 00:04:07.370000,0 days 00:00:01.260000,EN_030_#23
JA_030_#24,67,68,28,29,JA,JA_030,OG,0 days 00:04:07.790000,0 days 00:04:08.910000,0 days 00:00:01.120000,EN_030_#24
JA_030_#25,67,68,28,29,JA,JA_030,OG,0 days 00:04:23.320000,0 days 00:04:25.270000,0 days 00:00:01.950000,EN_030_#25
EN_030_#1,67,68,28,29,EN,EN_030,RE,0 days 00:00:05.460000,0 days 00:00:07.050000,0 days 00:00:01.590000,JA_030_#1
EN_030_#2,67,68,28,29,EN,EN_030,RE,0 days 00:00:33.780000,0 days 00:00:37.570000,0 days 00:00:03.790000,JA_030_#2
EN_030_#3,67,68,28,29,EN,EN_030,RE,0 days 00:01:15.880000,0 days 00:01:17.120000,0 days 00:00:01.240000,JA_030_#3
EN_030_#4,67,68,28,29,EN,EN_030,RE,0 days 00:02:01.175000,0 days 00:02:05.085000,0 days 00:00:03.910000,JA_030_#4
EN_030_#5,67,68,28,29,EN,EN_030,RE,0 days 00:02:46.870000,0 days 00:02:49.540000,0 days 00:00:02.670000,JA_030_#5
EN_030_#6,67,68,28,29,EN,EN_030,RE,0 days 00:03:06.780000,0 days 00:03:09.510000,0 days 00:00:02.730000,JA_030_#6
EN_030_#7,67,68,28,29,EN,EN_030,RE,0 days 00:03:36.100000,0 days 00:03:39.160000,0 days 00:00:03.060000,JA_030_#7
EN_030_#8,67,68,28,29,EN,EN_030,RE,0 days 00:04:43.500000,0 days 00:04:45.940000,0 days 00:00:02.440000,JA_030_#8
EN_030_#9,67,68,28,29,EN,EN_030,RE,0 days 00:05:05.010000,0 days 00:05:07.190000,0 days 00:00:02.180000,JA_030_#9
EN_030_#10,67,68,28,29,EN,EN_030,RE,0 days 00:05:29.310000,0 days 00:05:32.980000,0 days 00:00:03.670000,JA_030_#10
EN_030_#11,67,68,28,29,EN,EN_030,RE,0 days 00:05:47.510000,0 days 00:05:50.860000,0 days 00:00:03.350000,JA_030_#11
EN_030_#12,67,68,28,29,EN,EN_030,RE,0 days 00:06:19.050000,0 days 00:06:20.260000,0 days 00:00:01.210000,JA_030_#12
EN_030_#13,67,68,28,29,EN,EN_030,RE,0 days 00:06:55.900000,0 days 00:06:59.040000,0 days 00:00:03.140000,JA_030_#13
EN_030_#14,67,68,28,29,EN,EN_030,RE,0 days 00:07:17.340000,0 days 00:07:20.570000,0 days 00:00:03.230000,JA_030_#14
EN_030_#15,67,68,28,29,EN,EN_030,RE,0 days 00:08:01.610000,0 days 00:08:03.590000,0 days 00:00:01.980000,JA_030_#15
EN_030_#16,67,68,28,29,EN,EN_030,RE,0 days 00:09:46.110000,0 days 00:09:48.220000,0 days 00:00:02.110000,JA_030_#16
EN_030_#17,67,68,28,29,EN,EN_030,RE,0 days 00:10:33.570000,0 days 00:10:38.050000,0 days 00:00:04.480000,JA_030_#17
EN_030_#18,67,68,28,29,EN,EN_030,RE,0 days 00:11:24,0 days 00:11:27.360000,0 days 00:00:03.360000,JA_030_#18
EN_030_#19,67,68,28,29,EN,EN_030,RE,0 days 00:12:28.060000,0 days 00:12:33.610000,0 days 00:00:05.550000,JA_030_#19
EN_030_#21,67,68,28,29,EN,EN_030,RE,0 days 00:13:56.110000,0 days 00:13:57.750000,0 days 00:00:01.640000,JA_030_#21
EN_030_#22,67,68,28,29,EN,EN_030,RE,0 days 00:14:26.830000,0 days 00:14:31.460000,0 days 00:00:04.630000,JA_030_#22
EN_030_#23,67,68,28,29,EN,EN_030,RE,0 days 00:14:44.490000,0 days 00:14:46.340000,0 days 00:00:01.850000,JA_030_#23
EN_030_#24,67,68,28,29,EN,EN_030,RE,0 days 00:15:05.510000,0 days 00:15:06.700000,0 days 00:00:01.190000,JA_030_#24
EN_030_#25,67,68,28,29,EN,EN_030,RE,0 days 00:15:36.270000,0 days 00:15:38.840000,0 days 00:00:02.570000,JA_030_#25
EN_031_#1,67,68,28,29,EN,EN_031,OG,0 days 00:00:02.500000,0 days 00:00:03.560000,0 days 00:00:01.060000,JA_031_#1
EN_031_#2,67,68,28,29,EN,EN_031,OG,0 days 00:00:06.960000,0 days 00:00:08.140000,0 days 00:00:01.180000,JA_031_#2
EN_031_#3,67,68,28,29,EN,EN_031,OG,0 days 00:00:14.990000,0 days 00:00:16.530000,0 days 00:00:01.540000,JA_031_#3
EN_031_#4,67,68,28,29,EN,EN_031,OG,0 days 00:00:18.290000,0 days 00:00:22.380000,0 days 00:00:04.090000,JA_031_#4
EN_031_#5,67,68,28,29,EN,EN_031,OG,0 days 00:00:24.295000,0 days 00:00:27.035000,0 days 00:00:02.740000,JA_031_#5
EN_031_#6,67,68,28,29,EN,EN_031,OG,0 days 00:00:31.470000,0 days 00:00:37.380000,0 days 00:00:05.910000,JA_031_#6
EN_031_#7,67,68,28,29,EN,EN_031,OG,0 days 00:00:39.075000,0 days 00:00:41.545000,0 days 00:00:02.470000,JA_031_#7
EN_031_#8,67,68,28,29,EN,EN_031,OG,0 days 00:00:44.370000,0 days 00:00:48.030000,0 days 00:00:03.660000,JA_031_#8
EN_031_#9,67,68,28,29,EN,EN_031,OG,0 days 00:00:51.770000,0 days 00:00:54.610000,0 days 00:00:02.840000,JA_031_#9
EN_031_#10,67,68,28,29,EN,EN_031,OG,0 days 00:00:55.940000,0 days 00:01:01.430000,0 days 00:00:05.490000,JA_031_#10
EN_031_#11,67,68,28,29,EN,EN_031,OG,0 days 00:01:06.210000,0 days 00:01:08.800000,0 days 00:00:02.590000,JA_031_#11
EN_031_#12,67,68,28,29,EN,EN_031,OG,0 days 00:01:10.355000,0 days 00:01:15.695000,0 days 00:00:05.340000,JA_031_#12
EN_031_#13,67,68,28,29,EN,EN_031,OG,0 days 00:01:15.775000,0 days 00:01:18.925000,0 days 00:00:03.150000,JA_031_#13
EN_031_#14,67,68,28,29,EN,EN_031,OG,0 days 00:01:24.770000,0 days 00:01:28.580000,0 days 00:00:03.810000,JA_031_#14
EN_031_#15,67,68,28,29,EN,EN_031,OG,0 days 00:01:29.225000,0 days 00:01:32.945000,0 days 00:00:03.720000,JA_031_#15
EN_031_#16,67,68,28,29,EN,EN_031,OG,0 days 00:01:35.865000,0 days 00:01:37.395000,0 days 00:00:01.530000,JA_031_#16
EN_031_#17,67,68,28,29,EN,EN_031,OG,0 days 00:01:42.300000,0 days 00:01:46.230000,0 days 00:00:03.930000,JA_031_#17
EN_031_#18,67,68,28,29,EN,EN_031,OG,0 days 00:01:46.645000,0 days 00:01:50.305000,0 days 00:00:03.660000,JA_031_#18
EN_031_#19,67,68,28,29,EN,EN_031,OG,0 days 00:03:18.640000,0 days 00:03:22.380000,0 days 00:00:03.740000,JA_031_#19
EN_031_#20,67,68,28,29,EN,EN_031,OG,0 days 00:03:26.520000,0 days 00:03:29.600000,0 days 00:00:03.080000,JA_031_#20
EN_031_#21,67,68,28,29,EN,EN_031,OG,0 days 00:03:44.770000,0 days 00:03:48.930000,0 days 00:00:04.160000,JA_031_#21
EN_031_#22,67,68,28,29,EN,EN_031,OG,0 days 00:03:49.980000,0 days 00:03:55.410000,0 days 00:00:05.430000,JA_031_#22
EN_031_#23,67,68,28,29,EN,EN_031,OG,0 days 00:03:55.485000,0 days 00:03:57.215000,0 days 00:00:01.730000,JA_031_#23
EN_031_#24,67,68,28,29,EN,EN_031,OG,0 days 00:03:58.610000,0 days 00:04:04.350000,0 days 00:00:05.740000,JA_031_#24
EN_031_#25,67,68,28,29,EN,EN_031,OG,0 days 00:04:15.910000,0 days 00:04:21.070000,0 days 00:00:05.160000,JA_031_#25
JA_031_#1,67,68,28,29,JA,JA_031,RE,0 days 00:00:11,0 days 00:00:12.210000,0 days 00:00:01.210000,EN_031_#1
JA_031_#2,67,68,28,29,JA,JA_031,RE,0 days 00:00:27.400000,0 days 00:00:28.450000,0 days 00:00:01.050000,EN_031_#2
JA_031_#3,67,68,28,29,JA,JA_031,RE,0 days 00:00:46.850000,0 days 00:00:48.370000,0 days 00:00:01.520000,EN_031_#3
JA_031_#4,67,68,28,29,JA,JA_031,RE,0 days 00:01:15.760000,0 days 00:01:21.120000,0 days 00:00:05.360000,EN_031_#4
JA_031_#5,67,68,28,29,JA,JA_031,RE,0 days 00:01:38.430000,0 days 00:01:41.930000,0 days 00:00:03.500000,EN_031_#5
JA_031_#6,67,68,28,29,JA,JA_031,RE,0 days 00:02:23.420000,0 days 00:02:27.020000,0 days 00:00:03.600000,EN_031_#6
JA_031_#7,67,68,28,29,JA,JA_031,RE,0 days 00:02:42.700000,0 days 00:02:45.290000,0 days 00:00:02.590000,EN_031_#7
JA_031_#8,67,68,28,29,JA,JA_031,RE,0 days 00:03:05.880000,0 days 00:03:10.220000,0 days 00:00:04.340000,EN_031_#8
JA_031_#9,67,68,28,29,JA,JA_031,RE,0 days 00:03:36.790000,0 days 00:03:38.720000,0 days 00:00:01.930000,EN_031_#9
JA_031_#10,67,68,28,29,JA,JA_031,RE,0 days 00:04:06.380000,0 days 00:04:12.400000,0 days 00:00:06.020000,EN_031_#10
JA_031_#11,67,68,28,29,JA,JA_031,RE,0 days 00:04:37.090000,0 days 00:04:39.530000,0 days 00:00:02.440000,EN_031_#11
JA_031_#12,67,68,28,29,JA,JA_031,RE,0 days 00:05:17.160000,0 days 00:05:23.140000,0 days 00:00:05.980000,EN_031_#12
JA_031_#13,67,68,28,29,JA,JA_031,RE,0 days 00:06:03.220000,0 days 00:06:08.800000,0 days 00:00:05.580000,EN_031_#13
JA_031_#14,67,68,28,29,JA,JA_031,RE,0 days 00:07:16.480000,0 days 00:07:20.730000,0 days 00:00:04.250000,EN_031_#14
JA_031_#15,67,68,28,29,JA,JA_031,RE,0 days 00:08:00.550000,0 days 00:08:05.620000,0 days 00:00:05.070000,EN_031_#15
JA_031_#16,67,68,28,29,JA,JA_031,RE,0 days 00:08:25,0 days 00:08:26.640000,0 days 00:00:01.640000,EN_031_#16
JA_031_#17,67,68,28,29,JA,JA_031,RE,0 days 00:08:56.120000,0 days 00:08:59.550000,0 days 00:00:03.430000,EN_031_#17
JA_031_#18,67,68,28,29,JA,JA_031,RE,0 days 00:09:26.560000,0 days 00:09:31,0 days 00:00:04.440000,EN_031_#18
JA_031_#19,67,68,28,29,JA,JA_031,RE,0 days 00:10:10.940000,0 days 00:10:12.800000,0 days 00:00:01.860000,EN_031_#19
JA_031_#20,67,68,28,29,JA,JA_031,RE,0 days 00:10:41.230000,0 days 00:10:46.160000,0 days 00:00:04.930000,EN_031_#20
JA_031_#21,67,68,28,29,JA,JA_031,RE,0 days 00:11:19.570000,0 days 00:11:22.560000,0 days 00:00:02.990000,EN_031_#21
JA_031_#22,67,68,28,29,JA,JA_031,RE,0 days 00:11:50.630000,0 days 00:11:54.830000,0 days 00:00:04.200000,EN_031_#22
JA_031_#23,67,68,28,29,JA,JA_031,RE,0 days 00:12:07.060000,0 days 00:12:09.030000,0 days 00:00:01.970000,EN_031_#23
JA_031_#24,67,68,28,29,JA,JA_031,RE,0 days 00:12:39.670000,0 days 00:12:43.150000,0 days 00:00:03.480000,EN_031_#24
JA_031_#25,67,68,28,29,JA,JA_031,RE,0 days 00:13:29.050000,0 days 00:13:31.420000,0 days 00:00:02.370000,EN_031_#25
EN_035_#1,65,66,27,24,EN,EN_035,OG,0 days 00:00:10.340000,0 days 00:00:12.600000,0 days 00:00:02.260000,ES_035_#1
EN_035_#2,65,66,27,24,EN,EN_035,OG,0 days 00:00:13.095000,0 days 00:00:14.235000,0 days 00:00:01.140000,ES_035_#2
EN_035_#3,65,66,27,24,EN,EN_035,OG,0 days 00:00:27.190000,0 days 00:00:29.780000,0 days 00:00:02.590000,ES_035_#3
EN_035_#4,65,66,27,24,EN,EN_035,OG,0 days 00:00:35.260000,0 days 00:00:38.970000,0 days 00:00:03.710000,ES_035_#4
EN_035_#5,65,66,27,24,EN,EN_035,OG,0 days 00:01:00.050000,0 days 00:01:02.340000,0 days 00:00:02.290000,ES_035_#5
EN_035_#6,65,66,27,24,EN,EN_035,OG,0 days 00:01:32.090000,0 days 00:01:34.810000,0 days 00:00:02.720000,ES_035_#6
EN_035_#7,65,66,27,24,EN,EN_035,OG,0 days 00:01:35.745000,0 days 00:01:38.085000,0 days 00:00:02.340000,ES_035_#7
EN_035_#8,65,66,27,24,EN,EN_035,OG,0 days 00:01:48.620000,0 days 00:01:50.550000,0 days 00:00:01.930000,ES_035_#8
EN_035_#9,65,66,27,24,EN,EN_035,OG,0 days 00:02:11.740000,0 days 00:02:14.750000,0 days 00:00:03.010000,ES_035_#9
EN_035_#10,65,66,27,24,EN,EN_035,OG,0 days 00:02:31.450000,0 days 00:02:33.560000,0 days 00:00:02.110000,ES_035_#10
EN_035_#11,65,66,27,24,EN,EN_035,OG,0 days 00:02:35.130000,0 days 00:02:38.250000,0 days 00:00:03.120000,ES_035_#11
EN_035_#12,65,66,27,24,EN,EN_035,OG,0 days 00:03:06.115000,0 days 00:03:08.515000,0 days 00:00:02.400000,ES_035_#12
EN_035_#13,65,66,27,24,EN,EN_035,OG,0 days 00:03:29.540000,0 days 00:03:32.830000,0 days 00:00:03.290000,ES_035_#13
EN_035_#14,65,66,27,24,EN,EN_035,OG,0 days 00:07:19.646000,0 days 00:07:22.446000,0 days 00:00:02.800000,ES_035_#14
EN_035_#15,65,66,27,24,EN,EN_035,OG,0 days 00:07:34.321000,0 days 00:07:37.171000,0 days 00:00:02.850000,ES_035_#15
ES_035_#1,65,66,27,24,ES,ES_035,RE,0 days 00:00:53.840000,0 days 00:00:57.560000,0 days 00:00:03.720000,EN_035_#1
ES_035_#2,65,66,27,24,ES,ES_035,RE,0 days 00:01:33.230000,0 days 00:01:34.910000,0 days 00:00:01.680000,EN_035_#2
ES_035_#3,65,66,27,24,ES,ES_035,RE,0 days 00:02:18.400000,0 days 00:02:22.740000,0 days 00:00:04.340000,EN_035_#3
ES_035_#4,65,66,27,24,ES,ES_035,RE,0 days 00:03:12.090000,0 days 00:03:15.570000,0 days 00:00:03.480000,EN_035_#4
ES_035_#5,65,66,27,24,ES,ES_035,RE,0 days 00:04:11.580000,0 days 00:04:14.800000,0 days 00:00:03.220000,EN_035_#5
ES_035_#6,65,66,27,24,ES,ES_035,RE,0 days 00:05:45.310000,0 days 00:05:47.360000,0 days 00:00:02.050000,EN_035_#6
ES_035_#7,65,66,27,24,ES,ES_035,RE,0 days 00:06:21.930000,0 days 00:06:24.440000,0 days 00:00:02.510000,EN_035_#7
ES_035_#8,65,66,27,24,ES,ES_035,RE,0 days 00:06:52.910000,0 days 00:06:55.030000,0 days 00:00:02.120000,EN_035_#8
ES_035_#9,65,66,27,24,ES,ES_035,RE,0 days 00:07:47.050000,0 days 00:07:50.330000,0 days 00:00:03.280000,EN_035_#9
ES_035_#10,65,66,27,24,ES,ES_035,RE,0 days 00:08:25.320000,0 days 00:08:28.070000,0 days 00:00:02.750000,EN_035_#10
ES_035_#11,65,66,27,24,ES,ES_035,RE,0 days 00:08:50.560000,0 days 00:08:55.750000,0 days 00:00:05.190000,EN_035_#11
ES_035_#12,65,66,27,24,ES,ES_035,RE,0 days 00:11:44.940000,0 days 00:11:47.080000,0 days 00:00:02.140000,EN_035_#12
ES_035_#13,65,66,27,24,ES,ES_035,RE,0 days 00:14:10.290000,0 days 00:14:12.840000,0 days 00:00:02.550000,EN_035_#13
ES_035_#14,65,66,27,24,ES,ES_035,RE,0 days 00:15:30.580000,0 days 00:15:33.530000,0 days 00:00:02.950000,EN_035_#14
ES_035_#15,65,66,27,24,ES,ES_035,RE,0 days 00:16:26.680000,0 days 00:16:30.640000,0 days 00:00:03.960000,EN_035_#15
ES_036_#1,69,70,3,30,ES,ES_036,OG,0 days 00:00:58.190000,0 days 00:01:03.060000,0 days 00:00:04.870000,EN_036_#1
ES_036_#2,69,70,3,30,ES,ES_036,OG,0 days 00:01:07.560000,0 days 00:01:08.800000,0 days 00:00:01.240000,EN_036_#2
ES_036_#3,69,70,3,30,ES,ES_036,OG,0 days 00:01:20.535000,0 days 00:01:22.705000,0 days 00:00:02.170000,EN_036_#3
ES_036_#4,69,70,3,30,ES,ES_036,OG,0 days 00:01:40.575000,0 days 00:01:43.985000,0 days 00:00:03.410000,EN_036_#4
ES_036_#5,69,70,3,30,ES,ES_036,OG,0 days 00:01:54.215000,0 days 00:01:57.995000,0 days 00:00:03.780000,EN_036_#5
ES_036_#6,69,70,3,30,ES,ES_036,OG,0 days 00:02:11.750000,0 days 00:02:16.780000,0 days 00:00:05.030000,EN_036_#6
ES_036_#7,69,70,3,30,ES,ES_036,OG,0 days 00:02:30.590000,0 days 00:02:33.630000,0 days 00:00:03.040000,EN_036_#7
ES_036_#8,69,70,3,30,ES,ES_036,OG,0 days 00:03:08.805000,0 days 00:03:13.285000,0 days 00:00:04.480000,EN_036_#8
ES_036_#9,69,70,3,30,ES,ES_036,OG,0 days 00:03:20.840000,0 days 00:03:24.410000,0 days 00:00:03.570000,EN_036_#9
ES_036_#10,69,70,3,30,ES,ES_036,OG,0 days 00:04:09.730000,0 days 00:04:12.870000,0 days 00:00:03.140000,EN_036_#10
ES_036_#11,69,70,3,30,ES,ES_036,OG,0 days 00:04:13.025000,0 days 00:04:16.955000,0 days 00:00:03.930000,EN_036_#11
ES_036_#12,69,70,3,30,ES,ES_036,OG,0 days 00:04:18.325000,0 days 00:04:19.705000,0 days 00:00:01.380000,EN_036_#12
ES_036_#13,69,70,3,30,ES,ES_036,OG,0 days 00:04:22.320000,0 days 00:04:26.170000,0 days 00:00:03.850000,EN_036_#13
ES_036_#14,69,70,3,30,ES,ES_036,OG,0 days 00:04:32.160000,0 days 00:04:35.420000,0 days 00:00:03.260000,EN_036_#14
ES_036_#15,69,70,3,30,ES,ES_036,OG,0 days 00:04:51.775000,0 days 00:04:55.445000,0 days 00:00:03.670000,EN_036_#15
ES_036_#16,69,70,3,30,ES,ES_036,OG,0 days 00:04:56.735000,0 days 00:04:59.475000,0 days 00:00:02.740000,EN_036_#16
ES_036_#17,69,70,3,30,ES,ES_036,OG,0 days 00:05:00.070000,0 days 00:05:04.960000,0 days 00:00:04.890000,EN_036_#17
ES_036_#18,69,70,3,30,ES,ES_036,OG,0 days 00:05:18.930000,0 days 00:05:22.170000,0 days 00:00:03.240000,EN_036_#18
ES_036_#19,69,70,3,30,ES,ES_036,OG,0 days 00:05:50.005000,0 days 00:05:51.315000,0 days 00:00:01.310000,EN_036_#19
ES_036_#20,69,70,3,30,ES,ES_036,OG,0 days 00:05:53.155000,0 days 00:05:55.295000,0 days 00:00:02.140000,EN_036_#20
ES_036_#21,69,70,3,30,ES,ES_036,OG,0 days 00:05:55.530000,0 days 00:05:57.340000,0 days 00:00:01.810000,EN_036_#21
ES_036_#22,69,70,3,30,ES,ES_036,OG,0 days 00:05:59.880000,0 days 00:06:01.450000,0 days 00:00:01.570000,EN_036_#22
ES_036_#23,69,70,3,30,ES,ES_036,OG,0 days 00:06:05.635000,0 days 00:06:08.775000,0 days 00:00:03.140000,EN_036_#23
ES_036_#24,69,70,3,30,ES,ES_036,OG,0 days 00:06:13.460000,0 days 00:06:16.260000,0 days 00:00:02.800000,EN_036_#24
ES_036_#25,69,70,3,30,ES,ES_036,OG,0 days 00:06:20.695000,0 days 00:06:22.825000,0 days 00:00:02.130000,EN_036_#25
ES_036_#26,69,70,3,30,ES,ES_036,OG,0 days 00:06:24.075000,0 days 00:06:25.695000,0 days 00:00:01.620000,EN_036_#26
ES_036_#27,69,70,3,30,ES,ES_036,OG,0 days 00:06:27.140000,0 days 00:06:29.800000,0 days 00:00:02.660000,EN_036_#27
ES_036_#28,69,70,3,30,ES,ES_036,OG,0 days 00:07:47.905000,0 days 00:07:51.245000,0 days 00:00:03.340000,EN_036_#28
ES_036_#29,69,70,3,30,ES,ES_036,OG,0 days 00:08:33.830000,0 days 00:08:36.680000,0 days 00:00:02.850000,EN_036_#29
ES_036_#30,69,70,3,30,ES,ES_036,OG,0 days 00:09:55.930000,0 days 00:09:58.680000,0 days 00:00:02.750000,EN_036_#30
EN_036_#1,69,70,3,30,EN,EN_036,RE,0 days 00:00:23.800000,0 days 00:00:27.600000,0 days 00:00:03.800000,ES_036_#1
EN_036_#2,69,70,3,30,EN,EN_036,RE,0 days 00:01:32.490000,0 days 00:01:33.540000,0 days 00:00:01.050000,ES_036_#2
EN_036_#3,69,70,3,30,EN,EN_036,RE,0 days 00:02:09.970000,0 days 00:02:12.030000,0 days 00:00:02.060000,ES_036_#3
EN_036_#4,69,70,3,30,EN,EN_036,RE,0 days 00:03:02.560000,0 days 00:03:04.930000,0 days 00:00:02.370000,ES_036_#4
EN_036_#5,69,70,3,30,EN,EN_036,RE,0 days 00:03:43.490000,0 days 00:03:46.500000,0 days 00:00:03.010000,ES_036_#5
EN_036_#6,69,70,3,30,EN,EN_036,RE,0 days 00:04:53.480000,0 days 00:04:57.280000,0 days 00:00:03.800000,ES_036_#6
EN_036_#7,69,70,3,30,EN,EN_036,RE,0 days 00:05:39.220000,0 days 00:05:42.040000,0 days 00:00:02.820000,ES_036_#7
EN_036_#8,69,70,3,30,EN,EN_036,RE,0 days 00:06:30,0 days 00:06:33.770000,0 days 00:00:03.770000,ES_036_#8
EN_036_#9,69,70,3,30,EN,EN_036,RE,0 days 00:07:44.360000,0 days 00:07:47.750000,0 days 00:00:03.390000,ES_036_#9
EN_036_#10,69,70,3,30,EN,EN_036,RE,0 days 00:09:36.710000,0 days 00:09:39.040000,0 days 00:00:02.330000,ES_036_#10
EN_036_#11,69,70,3,30,EN,EN_036,RE,0 days 00:10:21.260000,0 days 00:10:23.490000,0 days 00:00:02.230000,ES_036_#11
EN_036_#12,69,70,3,30,EN,EN_036,RE,0 days 00:10:43.130000,0 days 00:10:44.680000,0 days 00:00:01.550000,ES_036_#12
EN_036_#13,69,70,3,30,EN,EN_036,RE,0 days 00:11:18.540000,0 days 00:11:22.380000,0 days 00:00:03.840000,ES_036_#13
EN_036_#14,69,70,3,30,EN,EN_036,RE,0 days 00:11:45.260000,0 days 00:11:47.470000,0 days 00:00:02.210000,ES_036_#14
EN_036_#15,69,70,3,30,EN,EN_036,RE,0 days 00:12:35.590000,0 days 00:12:37.900000,0 days 00:00:02.310000,ES_036_#15
EN_036_#16,69,70,3,30,EN,EN_036,RE,0 days 00:16:49.290000,0 days 00:16:50.860000,0 days 00:00:01.570000,ES_036_#16
EN_036_#17,69,70,3,30,EN,EN_036,RE,0 days 00:17:43.370000,0 days 00:17:48.340000,0 days 00:00:04.970000,ES_036_#17
EN_036_#18,69,70,3,30,EN,EN_036,RE,0 days 00:19:39.360000,0 days 00:19:41.990000,0 days 00:00:02.630000,ES_036_#18
EN_036_#19,69,70,3,30,EN,EN_036,RE,0 days 00:20:16.910000,0 days 00:20:17.990000,0 days 00:00:01.080000,ES_036_#19
EN_036_#20,69,70,3,30,EN,EN_036,RE,0 days 00:20:30.050000,0 days 00:20:32,0 days 00:00:01.950000,ES_036_#20
EN_036_#21,69,70,3,30,EN,EN_036,RE,0 days 00:20:50.970000,0 days 00:20:52.950000,0 days 00:00:01.980000,ES_036_#21
EN_036_#22,69,70,3,30,EN,EN_036,RE,0 days 00:21:10.220000,0 days 00:21:11.810000,0 days 00:00:01.590000,ES_036_#22
EN_036_#23,69,70,3,30,EN,EN_036,RE,0 days 00:22:30.810000,0 days 00:22:33.580000,0 days 00:00:02.770000,ES_036_#23
EN_036_#24,69,70,3,30,EN,EN_036,RE,0 days 00:22:52.820000,0 days 00:22:55.810000,0 days 00:00:02.990000,ES_036_#24
EN_036_#25,69,70,3,30,EN,EN_036,RE,0 days 00:23:16.340000,0 days 00:23:18.870000,0 days 00:00:02.530000,ES_036_#25
EN_036_#26,69,70,3,30,EN,EN_036,RE,0 days 00:23:41.210000,0 days 00:23:42.740000,0 days 00:00:01.530000,ES_036_#26
EN_036_#27,69,70,3,30,EN,EN_036,RE,0 days 00:24:10.540000,0 days 00:24:12.930000,0 days 00:00:02.390000,ES_036_#27
EN_036_#28,69,70,3,30,EN,EN_036,RE,0 days 00:26:48.030000,0 days 00:26:50.820000,0 days 00:00:02.790000,ES_036_#28
EN_036_#29,69,70,3,30,EN,EN_036,RE,0 days 00:27:33.060000,0 days 00:27:35.760000,0 days 00:00:02.700000,ES_036_#29
EN_036_#30,69,70,3,30,EN,EN_036,RE,0 days 00:28:08.580000,0 days 00:28:11.810000,0 days 00:00:03.230000,ES_036_#30
ES_037_#1,71,72,30,31,ES,ES_037,OG,0 days 00:00:42.630000,0 days 00:00:47.840000,0 days 00:00:05.210000,EN_037_#1
ES_037_#2,71,72,30,31,ES,ES_037,OG,0 days 00:00:58.620000,0 days 00:01:01.510000,0 days 00:00:02.890000,EN_037_#2
ES_037_#3,71,72,30,31,ES,ES_037,OG,0 days 00:01:06.090000,0 days 00:01:08.460000,0 days 00:00:02.370000,EN_037_#3
ES_037_#4,71,72,30,31,ES,ES_037,OG,0 days 00:01:13.260000,0 days 00:01:16.250000,0 days 00:00:02.990000,EN_037_#4
ES_037_#6,71,72,30,31,ES,ES_037,OG,0 days 00:02:04.590000,0 days 00:02:05.420000,0 days 00:00:00.830000,EN_037_#6
ES_037_#5,71,72,30,31,ES,ES_037,OG,0 days 00:02:09.810000,0 days 00:02:11.480000,0 days 00:00:01.670000,EN_037_#5
ES_037_#7,71,72,30,31,ES,ES_037,OG,0 days 00:02:22.750000,0 days 00:02:25.100000,0 days 00:00:02.350000,EN_037_#7
ES_037_#8,71,72,30,31,ES,ES_037,OG,0 days 00:02:32.880000,0 days 00:02:34.980000,0 days 00:00:02.100000,EN_037_#8
ES_037_#9,71,72,30,31,ES,ES_037,OG,0 days 00:02:37.505000,0 days 00:02:39.525000,0 days 00:00:02.020000,EN_037_#9
ES_037_#10,71,72,30,31,ES,ES_037,OG,0 days 00:02:41.090000,0 days 00:02:42.030000,0 days 00:00:00.940000,EN_037_#10
ES_037_#11,71,72,30,31,ES,ES_037,OG,0 days 00:03:10.525000,0 days 00:03:12.465000,0 days 00:00:01.940000,EN_037_#11
ES_037_#12,71,72,30,31,ES,ES_037,OG,0 days 00:03:21.560000,0 days 00:03:24.180000,0 days 00:00:02.620000,EN_037_#12
ES_037_#13,71,72,30,31,ES,ES_037,OG,0 days 00:03:56.575000,0 days 00:03:59.285000,0 days 00:00:02.710000,EN_037_#13
ES_037_#14,71,72,30,31,ES,ES_037,OG,0 days 00:04:03.299000,0 days 00:04:06.619000,0 days 00:00:03.320000,EN_037_#14
ES_037_#15,71,72,30,31,ES,ES_037,OG,0 days 00:04:17.304000,0 days 00:04:19.074000,0 days 00:00:01.770000,EN_037_#15
ES_037_#16,71,72,30,31,ES,ES_037,OG,0 days 00:04:57.684000,0 days 00:04:59.734000,0 days 00:00:02.050000,EN_037_#16
